1.2107227,-3.8124664,-0.7228747,690644433293611
1.2064466,-3.731832,-0.69599664,690644435267611
1.2064466,-3.7098408,-0.69599664,690644437267611
1.2015597,-3.6921258,-0.6788924,690644439267611
1.195451,-3.6573064,-0.65934473,690644441267611
1.1930076,-3.6444783,-0.64896,690644443267211
1.1875098,-3.6292067,-0.6275797,690644445266877
1.1862881,-3.6243196,-0.6190277,690644447266591
1.1801795,-3.6200438,-0.603756,690644449266341
1.1765143,-3.6151567,-0.58909523,690644451266118
1.1728489,-3.6133242,-0.5823757,690644453265918
1.1691839,-3.6072156,-0.571991,690644455263372
1.1679622,-3.599885,-0.56466067,690644457263038
1.1618536,-3.5840027,-0.55671936,690644459262730
1.1563557,-3.5577354,-0.55183244,690644461262444
1.1526905,-3.5424638,-0.55183244,690644463262177
1.1435275,-3.5088663,-0.5445021,690644465261927
1.1392515,-3.4880967,-0.5426695,690644467261691
1.1264234,-3.4471686,-0.54144776,690644469261468
1.1105407,-3.4044082,-0.53778255,690644471261257
1.1013778,-3.3811953,-0.5347282,690644473260957
1.0714455,-3.3078916,-0.5286196,690644475259433
1.0714455,-3.3078916,-0.5286196,690644477259660
1.0482326,-3.2547464,-0.5194566,690644479259399
1.0262414,-3.2016008,-0.50846106,690644481259149
1.0134132,-3.174112,-0.50296324,690644483258909
0.99203295,-3.115469,-0.4907459,690644485258678
0.9828699,-3.08798,-0.485859,690644487258455
0.9675983,-3.0299478,-0.4736417,690644489258169
0.95782447,-2.9719155,-0.45287228,690644491257893
0.9535484,-2.9401507,-0.44615278,690644493257626
0.9498832,-2.883951,-0.4259942,690644495257326
0.9486615,-2.8540184,-0.4174421,690644497257059
0.95721364,-2.7978191,-0.39667267,690644499256792
0.96820915,-2.7049675,-0.35207954,690644501256525
0.97798306,-2.6652613,-0.32214713,690644503256325
0.99630904,-2.6102834,-0.25311935,690644505256058
1.0030285,-2.594401,-0.20974791,690644507255791
0.99203295,-2.5687447,-0.11995072,690644509255524
0.9608788,-2.5956225,-0.033207856,690644511255257
0.94255286,-2.6231115,0.007720115,690644513254990
0.8936837,-2.6921394,0.08041308,690644515254723
0.86558384,-2.7226827,0.10973461,690644517254523
0.81427115,-2.762389,0.15677124,690644519254323
0.76906717,-2.7629998,0.18426017,690644521254056
0.7544064,-2.747728,0.19036882,690644523253789
0.7275283,-2.6945827,0.18609278,690644525253522
